pair_id,province,year,image_a,image_b,lat_a,lon_a,lat_b,lon_b
settat_299096,Settat,2025,Settat/2025/33.33570_-7.60575_2025_Settat.jpg,,33.335699,-7.605754,,
settat_300242,Settat,2025,Settat/2025/33.33817_-7.58480_2025_Settat.jpg,,33.338173,-7.584797,,
settat_300433,Settat,2025,Settat/2025/33.33405_-7.57944_2025_Settat.jpg,,33.334046,-7.579436,,
settat_301280,Settat,2025,Settat/2025/33.32702_-7.55830_2025_Settat.jpg,,33.327022,-7.558297,,
settat_302742,Settat,2025,Settat/2025/33.51745_-7.73342_2025_Settat.jpg,,33.517452,-7.733418,,
settat_303453,Settat,2025,Settat/2025/33.51477_-7.73853_2025_Settat.jpg,,33.51477,-7.738529,,
settat_303844,Settat,2025,Settat/2025/33.43742_-7.73759_2025_Settat.jpg,,33.437425,-7.737594,,
settat_304225,Settat,2025,Settat/2025/33.41449_-7.72208_2025_Settat.jpg,,33.414494,-7.722077,,
settat_306093,Settat,2025,Settat/2025/33.48476_-7.68912_2025_Settat.jpg,,33.484762,-7.689115,,
settat_306356,Settat,2025,Settat/2025/33.46109_-7.70260_2025_Settat.jpg,,33.461093,-7.702601,,
settat_309308,Settat,2025,Settat/2025/33.33634_-7.45620_2025_Settat.jpg,,33.336337,-7.456202,,
settat_309984,Settat,2025,Settat/2025/33.32292_-7.45371_2025_Settat.jpg,,33.322922,-7.453706,,
settat_313297,Settat,2025,Settat/2025/33.32997_-7.36759_2025_Settat.jpg,,33.329968,-7.367591,,
settat_313494,Settat,2025,Settat/2025/33.34126_-7.32868_2025_Settat.jpg,,33.341258,-7.328679,,
settat_315137,Settat,2025,Settat/2025/33.34615_-7.27798_2025_Settat.jpg,,33.346151,-7.277982,,
settat_316149,Settat,2025,Settat/2025/33.43038_-7.50286_2025_Settat.jpg,,33.430384,-7.502859,,
settat_319247,Settat,2025,Settat/2025/33.50787_-7.40635_2025_Settat.jpg,,33.507866,-7.406349,,
settat_322326,Settat,2025,Settat/2025/33.42979_-7.43481_2025_Settat.jpg,,33.429789,-7.434811,,
settat_322532,Settat,2025,Settat/2025/33.51684_-7.36617_2025_Settat.jpg,,33.516837,-7.366172,,
settat_322783,Settat,2025,Settat/2025/33.48297_-7.35652_2025_Settat.jpg,,33.482969,-7.356522,,
settat_323316,Settat,2025,Settat/2025/33.51297_-7.35769_2025_Settat.jpg,,33.51297,-7.357691,,
settat_324670,Settat,2025,Settat/2025/33.46164_-7.29909_2025_Settat.jpg,,33.461635,-7.299093,,
settat_328144,Settat,2025,Settat/2025/33.42906_-7.26699_2025_Settat.jpg,,33.429061,-7.266989,,
settat_332186,Settat,2025,Settat/2025/33.26055_-7.20517_2025_Settat.jpg,,33.260545,-7.205167,,
settat_333080,Settat,2025,Settat/2025/33.19250_-7.27286_2025_Settat.jpg,,33.192504,-7.272862,,
settat_334531,Settat,2025,Settat/2025/33.24961_-7.25636_2025_Settat.jpg,,33.249615,-7.25636,,
settat_336171,Settat,2025,Settat/2025/33.26345_-7.10928_2025_Settat.jpg,,33.263451,-7.109282,,
settat_336520,Settat,2025,Settat/2025/33.25951_-7.09614_2025_Settat.jpg,,33.259512,-7.096143,,
settat_337611,Settat,2025,Settat/2025/33.19459_-7.12912_2025_Settat.jpg,,33.194592,-7.129123,,
settat_337628,Settat,2025,Settat/2025/33.19521_-7.11763_2025_Settat.jpg,,33.19521,-7.117626,,
settat_337717,Settat,2025,Settat/2025/33.19790_-7.12909_2025_Settat.jpg,,33.197897,-7.12909,,
settat_338756,Settat,2025,Settat/2025/33.02800_-7.36591_2025_Settat.jpg,,33.027996,-7.365911,,
settat_341646,Settat,2025,Settat/2025/33.04736_-7.29737_2025_Settat.jpg,,33.047356,-7.297371,,
settat_343861,Settat,2025,Settat/2025/33.01027_-7.36111_2025_Settat.jpg,,33.01027,-7.361107,,
settat_347213,Settat,2025,Settat/2025/32.99418_-7.37121_2025_Settat.jpg,,32.994178,-7.371214,,
settat_350375,Settat,2025,Settat/2025/33.07070_-7.18551_2025_Settat.jpg,,33.070698,-7.185513,,
settat_351263,Settat,2025,Settat/2025/32.97086_-7.37008_2025_Settat.jpg,,32.970859,-7.370076,,
settat_352035,Settat,2025,Settat/2025/32.96024_-7.39970_2025_Settat.jpg,,32.960244,-7.399703,,
settat_352537,Settat,2025,Settat/2025/32.96328_-7.33475_2025_Settat.jpg,,32.963276,-7.334753,,
settat_353491,Settat,2025,Settat/2025/33.01636_-7.39790_2025_Settat.jpg,,33.016359,-7.397895,,
settat_354472,Settat,2025,Settat/2025/33.04182_-7.38435_2025_Settat.jpg,,33.041816,-7.384351,,
settat_355911,Settat,2025,Settat/2025/33.10801_-7.15809_2025_Settat.jpg,,33.108006,-7.158091,,
settat_355975,Settat,2025,Settat/2025/33.12394_-7.15852_2025_Settat.jpg,,33.123937,-7.158515,,
settat_356500,Settat,2025,Settat/2025/33.11195_-7.11633_2025_Settat.jpg,,33.111947,-7.116333,,
settat_356977,Settat,2025,Settat/2025/33.09422_-7.13034_2025_Settat.jpg,,33.094218,-7.13034,,
settat_357853,Settat,2025,Settat/2025/33.45428_-7.13887_2025_Settat.jpg,,33.45428,-7.138867,,
settat_358003,Settat,2025,Settat/2025/33.45073_-7.12728_2025_Settat.jpg,,33.450728,-7.127284,,
settat_358046,Settat,2025,Settat/2025/33.42243_-7.16839_2025_Settat.jpg,,33.422432,-7.16839,,
settat_358093,Settat,2025,Settat/2025/33.41879_-7.16112_2025_Settat.jpg,,33.418793,-7.161122,,
settat_358851,Settat,2025,Settat/2025/33.41656_-7.12853_2025_Settat.jpg,,33.416562,-7.128529,,
settat_359886,Settat,2025,Settat/2025/33.09295_-7.21348_2025_Settat.jpg,,33.092946,-7.213481,,
settat_360563,Settat,2025,Settat/2025/33.09475_-7.20437_2025_Settat.jpg,,33.094753,-7.204373,,
settat_361683,Settat,2025,Settat/2025/33.16712_-7.15333_2025_Settat.jpg,,33.167121,-7.153331,,
settat_361956,Settat,2025,Settat/2025/33.16821_-7.12844_2025_Settat.jpg,,33.168209,-7.128443,,
settat_364862,Settat,2025,Settat/2025/33.16282_-7.41708_2025_Settat.jpg,,33.162816,-7.417076,,
settat_365210,Settat,2025,Settat/2025/33.18581_-7.39201_2025_Settat.jpg,,33.18581,-7.392007,,
settat_366311,Settat,2025,Settat/2025/33.13728_-7.40973_2025_Settat.jpg,,33.137275,-7.409734,,
settat_367100,Settat,2025,Settat/2025/33.18140_-7.37708_2025_Settat.jpg,,33.181401,-7.377078,,
settat_367639,Settat,2025,Settat/2025/33.17977_-7.31472_2025_Settat.jpg,,33.179774,-7.314716,,
settat_368869,Settat,2025,Settat/2025/33.10614_-7.37436_2025_Settat.jpg,,33.106144,-7.374363,,
settat_369677,Settat,2025,Settat/2025/33.10652_-7.29687_2025_Settat.jpg,,33.106515,-7.29687,,
settat_372486,Settat,2025,Settat/2025/33.16416_-7.24372_2025_Settat.jpg,,33.164161,-7.243721,,
settat_372561,Settat,2025,Settat/2025/33.16728_-7.23384_2025_Settat.jpg,,33.167279,-7.233838,,
settat_373642,Settat,2025,Settat/2025/33.14440_-7.19964_2025_Settat.jpg,,33.144395,-7.199639,,
settat_375029,Settat,2025,Settat/2025/33.10416_-7.26812_2025_Settat.jpg,,33.104157,-7.268117,,
settat_376240,Settat,2025,Settat/2025/33.09620_-7.23199_2025_Settat.jpg,,33.096201,-7.231988,,
settat_376353,Settat,2025,Settat/2025/33.09269_-7.21723_2025_Settat.jpg,,33.092693,-7.217233,,
settat_377911,Settat,2025,Settat/2025/33.36428_-7.21425_2025_Settat.jpg,,33.36428,-7.214255,,
settat_378835,Settat,2025,Settat/2025/33.32646_-7.23885_2025_Settat.jpg,,33.326462,-7.238854,,
settat_382183,Settat,2025,Settat/2025/33.40479_-7.14786_2025_Settat.jpg,,33.404788,-7.147857,,
settat_382912,Settat,2025,Settat/2025/33.37242_-7.11756_2025_Settat.jpg,,33.372421,-7.117558,,
settat_383960,Settat,2025,Settat/2025/33.07051_-7.43594_2025_Settat.jpg,,33.07051,-7.435938,,
settat_384128,Settat,2025,Settat/2025/33.06369_-7.43344_2025_Settat.jpg,,33.063691,-7.433436,,
settat_386810,Settat,2025,Settat/2025/32.98788_-7.39824_2025_Settat.jpg,,32.987883,-7.398239,,
settat_386905,Settat,2025,Settat/2025/32.97484_-7.42336_2025_Settat.jpg,,32.974839,-7.423364,,
settat_387240,Settat,2025,Settat/2025/33.46982_-7.26391_2025_Settat.jpg,,33.469819,-7.263905,,
settat_387514,Settat,2025,Settat/2025/33.48166_-7.25098_2025_Settat.jpg,,33.481655,-7.250984,,
settat_389951,Settat,2025,Settat/2025/33.46857_-7.17807_2025_Settat.jpg,,33.468572,-7.178074,,
settat_390027,Settat,2025,Settat/2025/33.48884_-7.17744_2025_Settat.jpg,,33.488843,-7.177445,,
settat_390575,Settat,2025,Settat/2025/33.43672_-7.26338_2025_Settat.jpg,,33.436719,-7.263379,,
settat_391423,Settat,2025,Settat/2025/33.43825_-7.20307_2025_Settat.jpg,,33.438248,-7.203073,,
settat_394032,Settat,2025,Settat/2025/33.41542_-7.15856_2025_Settat.jpg,,33.41542,-7.15856,,
settat_394370,Settat,2025,Settat/2025/32.90804_-7.27981_2025_Settat.jpg,,32.908043,-7.279814,,
settat_394959,Settat,2025,Settat/2025/33.02978_-7.17117_2025_Settat.jpg,,33.029775,-7.171165,,
settat_395292,Settat,2025,Settat/2025/32.86462_-7.40405_2025_Settat.jpg,,32.864615,-7.404049,,
settat_397022,Settat,2025,Settat/2025/33.04823_-7.23414_2025_Settat.jpg,,33.04823,-7.234144,,
settat_398923,Settat,2025,Settat/2025/33.01653_-7.26416_2025_Settat.jpg,,33.016525,-7.264157,,
settat_399943,Settat,2025,Settat/2025/32.98759_-7.18369_2025_Settat.jpg,,32.987591,-7.18369,,
settat_401742,Settat,2025,Settat/2025/32.99947_-7.18828_2025_Settat.jpg,,32.999468,-7.188281,,
settat_403179,Settat,2025,Settat/2025/32.93304_-7.26094_2025_Settat.jpg,,32.933037,-7.260938,,
settat_403273,Settat,2025,Settat/2025/32.93670_-7.24259_2025_Settat.jpg,,32.936699,-7.242589,,
settat_404895,Settat,2025,Settat/2025/32.91803_-7.36510_2025_Settat.jpg,,32.918027,-7.365095,,
settat_409155,Settat,2025,Settat/2025/32.89328_-7.34281_2025_Settat.jpg,,32.893284,-7.342808,,
settat_409699,Settat,2025,Settat/2025/32.89041_-7.32733_2025_Settat.jpg,,32.890414,-7.327331,,
settat_410793,Settat,2025,Settat/2025/32.90307_-7.38779_2025_Settat.jpg,,32.90307,-7.38779,,
settat_413660,Settat,2025,Settat/2025/33.09695_-6.99281_2025_Settat.jpg,,33.096949,-6.992811,,
settat_415044,Settat,2025,Settat/2025/32.97540_-7.11567_2025_Settat.jpg,,32.9754,-7.115667,,
settat_415847,Settat,2025,Settat/2025/32.98201_-7.09750_2025_Settat.jpg,,32.982006,-7.097497,,
settat_417410,Settat,2025,Settat/2025/33.03896_-7.03798_2025_Settat.jpg,,33.03896,-7.037985,,
settat_420118,Settat,2025,Settat/2025/33.03018_-6.95489_2025_Settat.jpg,,33.030182,-6.954893,,
settat_420589,Settat,2025,Settat/2025/33.05563_-7.03810_2025_Settat.jpg,,33.055633,-7.038105,,
settat_422779,Settat,2025,Settat/2025/33.00928_-7.00475_2025_Settat.jpg,,33.009281,-7.00475,,
settat_423099,Settat,2025,Settat/2025/32.97875_-6.98586_2025_Settat.jpg,,32.978749,-6.985861,,
settat_423489,Settat,2025,Settat/2025/32.98630_-6.99425_2025_Settat.jpg,,32.986298,-6.99425,,
settat_424098,Settat,2025,Settat/2025/33.03462_-6.93681_2025_Settat.jpg,,33.034615,-6.936812,,
settat_425466,Settat,2025,Settat/2025/33.13208_-6.95457_2025_Settat.jpg,,33.132081,-6.954571,,
settat_427305,Settat,2025,Settat/2025/32.89432_-7.39816_2025_Settat.jpg,,32.894324,-7.398159,,
settat_427728,Settat,2025,Settat/2025/32.92482_-7.41624_2025_Settat.jpg,,32.924823,-7.416238,,
settat_428891,Settat,2025,Settat/2025/33.01192_-7.20753_2025_Settat.jpg,,33.011923,-7.207531,,
settat_430040,Settat,2025,Settat/2025/33.04408_-7.13803_2025_Settat.jpg,,33.044078,-7.138032,,
settat_430044,Settat,2025,Settat/2025/33.04360_-7.14052_2025_Settat.jpg,,33.043597,-7.140516,,
settat_431471,Settat,2025,Settat/2025/33.02775_-7.08355_2025_Settat.jpg,,33.027753,-7.083546,,
settat_432326,Settat,2025,Settat/2025/33.03179_-7.06993_2025_Settat.jpg,,33.031786,-7.069928,,
settat_433638,Settat,2025,Settat/2025/32.95298_-6.96187_2025_Settat.jpg,,32.952978,-6.961865,,
settat_434913,Settat,2025,Settat/2025/32.96063_-7.00568_2025_Settat.jpg,,32.960627,-7.005681,,
settat_436034,Settat,2025,Settat/2025/32.89165_-6.97227_2025_Settat.jpg,,32.891654,-6.972265,,
settat_436542,Settat,2025,Settat/2025/32.90484_-7.02721_2025_Settat.jpg,,32.904842,-7.027208,,
settat_437645,Settat,2025,Settat/2025/32.92523_-6.93581_2025_Settat.jpg,,32.92523,-6.935813,,
settat_438042,Settat,2025,Settat/2025/32.87686_-7.12308_2025_Settat.jpg,,32.876864,-7.123077,,
settat_442708,Settat,2025,Settat/2025/32.93346_-7.23190_2025_Settat.jpg,,32.93346,-7.231902,,
settat_443147,Settat,2025,Settat/2025/32.94194_-7.22504_2025_Settat.jpg,,32.941944,-7.225041,,
settat_443438,Settat,2025,Settat/2025/32.92206_-7.20407_2025_Settat.jpg,,32.922055,-7.204069,,
settat_444345,Settat,2025,Settat/2025/32.93045_-7.18626_2025_Settat.jpg,,32.930454,-7.18626,,
settat_444347,Settat,2025,Settat/2025/32.92788_-7.18597_2025_Settat.jpg,,32.927876,-7.185967,,
settat_445406,Settat,2025,Settat/2025/32.95635_-7.17587_2025_Settat.jpg,,32.956351,-7.175875,,
settat_446586,Settat,2025,Settat/2025/32.89850_-7.27508_2025_Settat.jpg,,32.898503,-7.275082,,
settat_447505,Settat,2025,Settat/2025/32.88245_-7.24934_2025_Settat.jpg,,32.882446,-7.249345,,
settat_449775,Settat,2025,Settat/2025/32.89269_-7.18058_2025_Settat.jpg,,32.892687,-7.180576,,
settat_449896,Settat,2025,Settat/2025/32.90151_-7.18077_2025_Settat.jpg,,32.901505,-7.180771,,
settat_450642,Settat,2025,Settat/2025/32.92896_-7.16931_2025_Settat.jpg,,32.928965,-7.169311,,
settat_451812,Settat,2025,Settat/2025/32.93988_-7.15814_2025_Settat.jpg,,32.939883,-7.158137,,
settat_452504,Settat,2025,Settat/2025/32.93920_-7.08296_2025_Settat.jpg,,32.939196,-7.08296,,
settat_454750,Settat,2025,Settat/2025/32.95072_-7.07409_2025_Settat.jpg,,32.950723,-7.074093,,
settat_455832,Settat,2025,Settat/2025/32.96992_-7.09079_2025_Settat.jpg,,32.969916,-7.090788,,
settat_460185,Settat,2025,Settat/2025/33.24060_-7.07000_2025_Settat.jpg,,33.2406,-7.069997,,
settat_461422,Settat,2025,Settat/2025/33.29279_-6.92916_2025_Settat.jpg,,33.292794,-6.929164,,
settat_463381,Settat,2025,Settat/2025/33.32222_-8.04472_2025_Settat.jpg,,33.322219,-8.044725,,
settat_463680,Settat,2025,Settat/2025/33.30779_-8.12779_2025_Settat.jpg,,33.307787,-8.127794,,
settat_464695,Settat,2025,Settat/2025/33.34061_-8.06050_2025_Settat.jpg,,33.340608,-8.060505,,
settat_465341,Settat,2025,Settat/2025/33.34708_-8.13068_2025_Settat.jpg,,33.347081,-8.130685,,
settat_467412,Settat,2025,Settat/2025/33.37990_-8.05018_2025_Settat.jpg,,33.3799,-8.050179,,
settat_470742,Settat,2025,Settat/2025/33.42218_-8.08809_2025_Settat.jpg,,33.422179,-8.088088,,
settat_472667,Settat,2025,Settat/2025/33.44161_-8.03001_2025_Settat.jpg,,33.441609,-8.030012,,
settat_472766,Settat,2025,Settat/2025/33.43755_-7.99975_2025_Settat.jpg,,33.437545,-7.999751,,
settat_473858,Settat,2025,Settat/2025/33.41690_-7.96316_2025_Settat.jpg,,33.416896,-7.963156,,
settat_474193,Settat,2025,Settat/2025/33.46614_-7.94356_2025_Settat.jpg,,33.466137,-7.943563,,
settat_474991,Settat,2025,Settat/2025/33.45030_-7.85120_2025_Settat.jpg,,33.450296,-7.851201,,
settat_475682,Settat,2025,Settat/2025/33.41270_-7.90505_2025_Settat.jpg,,33.412697,-7.905046,,
settat_476601,Settat,2025,Settat/2025/33.44908_-7.89913_2025_Settat.jpg,,33.449081,-7.899127,,
settat_477451,Settat,2025,Settat/2025/33.43146_-7.87779_2025_Settat.jpg,,33.431461,-7.877794,,
settat_480739,Settat,2025,Settat/2025/33.39129_-8.10233_2025_Settat.jpg,,33.391287,-8.102334,,
settat_481272,Settat,2025,Settat/2025/33.30630_-8.08629_2025_Settat.jpg,,33.306299,-8.086287,,
settat_481300,Settat,2025,Settat/2025/33.30659_-8.09766_2025_Settat.jpg,,33.30659,-8.097661,,
settat_481660,Settat,2025,Settat/2025/33.33098_-7.96940_2025_Settat.jpg,,33.330983,-7.969396,,
settat_481784,Settat,2025,Settat/2025/33.33701_-7.94841_2025_Settat.jpg,,33.337007,-7.948405,,
settat_482128,Settat,2025,Settat/2025/33.32489_-7.96104_2025_Settat.jpg,,33.324887,-7.961037,,
settat_482965,Settat,2025,Settat/2025/33.32381_-8.02046_2025_Settat.jpg,,33.323808,-8.020459,,
settat_485297,Settat,2025,Settat/2025/33.36697_-7.96984_2025_Settat.jpg,,33.366967,-7.969842,,
settat_485759,Settat,2025,Settat/2025/33.36201_-7.95388_2025_Settat.jpg,,33.362011,-7.953878,,
settat_488459,Settat,2025,Settat/2025/33.37161_-8.02873_2025_Settat.jpg,,33.371607,-8.028734,,
settat_488997,Settat,2025,Settat/2025/33.30323_-8.00143_2025_Settat.jpg,,33.303233,-8.001433,,
settat_491184,Settat,2025,Settat/2025/33.32386_-7.88796_2025_Settat.jpg,,33.323863,-7.887959,,
settat_492599,Settat,2025,Settat/2025/33.22885_-8.06898_2025_Settat.jpg,,33.228849,-8.068983,,
settat_493218,Settat,2025,Settat/2025/33.20473_-8.05849_2025_Settat.jpg,,33.204734,-8.058487,,
settat_495083,Settat,2025,Settat/2025/33.25192_-8.07478_2025_Settat.jpg,,33.251923,-8.074775,,
settat_495678,Settat,2025,Settat/2025/33.26728_-8.04540_2025_Settat.jpg,,33.267281,-8.045403,,
settat_496699,Settat,2025,Settat/2025/33.26622_-8.09956_2025_Settat.jpg,,33.266223,-8.099559,,
settat_497713,Settat,2025,Settat/2025/33.25309_-8.10746_2025_Settat.jpg,,33.253094,-8.107465,,
settat_498026,Settat,2025,Settat/2025/33.27159_-8.11703_2025_Settat.jpg,,33.271595,-8.117029,,
settat_499863,Settat,2025,Settat/2025/33.21717_-7.96249_2025_Settat.jpg,,33.217172,-7.962492,,
settat_500991,Settat,2025,Settat/2025/33.23586_-7.97098_2025_Settat.jpg,,33.235859,-7.970981,,
settat_501851,Settat,2025,Settat/2025/33.23845_-8.00934_2025_Settat.jpg,,33.238446,-8.009335,,
settat_502211,Settat,2025,Settat/2025/33.20712_-8.03307_2025_Settat.jpg,,33.207125,-8.033073,,
settat_502826,Settat,2025,Settat/2025/33.24856_-7.99583_2025_Settat.jpg,,33.248558,-7.995828,,
settat_504273,Settat,2025,Settat/2025/33.24426_-7.94428_2025_Settat.jpg,,33.244262,-7.944276,,
settat_505807,Settat,2025,Settat/2025/33.31475_-7.89101_2025_Settat.jpg,,33.314747,-7.891013,,
settat_505975,Settat,2025,Settat/2025/33.32641_-7.93219_2025_Settat.jpg,,33.326407,-7.932192,,
settat_509010,Settat,2025,Settat/2025/33.47135_-7.79437_2025_Settat.jpg,,33.471349,-7.79437,,
settat_511016,Settat,2025,Settat/2025/32.91955_-6.91194_2025_Settat.jpg,,32.919554,-6.911943,,
settat_512646,Settat,2025,Settat/2025/33.26924_-7.95326_2025_Settat.jpg,,33.269241,-7.953263,,
settat_515560,Settat,2025,Settat/2025/33.21100_-7.87225_2025_Settat.jpg,,33.211001,-7.872247,,
settat_516041,Settat,2025,Settat/2025/33.22299_-7.91928_2025_Settat.jpg,,33.222993,-7.919281,,
settat_516381,Settat,2025,Settat/2025/33.24090_-7.92713_2025_Settat.jpg,,33.240903,-7.927125,,
settat_516704,Settat,2025,Settat/2025/33.23473_-7.90557_2025_Settat.jpg,,33.234729,-7.905572,,
settat_520913,Settat,2025,Settat/2025/33.18550_-8.12143_2025_Settat.jpg,,33.185504,-8.121433,,
settat_526565,Settat,2025,Settat/2025/33.03145_-7.93816_2025_Settat.jpg,,33.03145,-7.93816,,
settat_529399,Settat,2025,Settat/2025/32.91640_-8.07303_2025_Settat.jpg,,32.916401,-8.073033,,
settat_529947,Settat,2025,Settat/2025/32.95777_-7.95673_2025_Settat.jpg,,32.957773,-7.956731,,
settat_530590,Settat,2025,Settat/2025/32.89775_-7.96565_2025_Settat.jpg,,32.897749,-7.965652,,
settat_530798,Settat,2025,Settat/2025/32.92520_-7.97126_2025_Settat.jpg,,32.925195,-7.971258,,
settat_530815,Settat,2025,Settat/2025/32.92427_-7.95125_2025_Settat.jpg,,32.924271,-7.951249,,
settat_531047,Settat,2025,Settat/2025/32.92880_-7.97475_2025_Settat.jpg,,32.928801,-7.974749,,
settat_531362,Settat,2025,Settat/2025/32.90279_-7.95234_2025_Settat.jpg,,32.902786,-7.952341,,
settat_532244,Settat,2025,Settat/2025/32.91954_-7.99775_2025_Settat.jpg,,32.919536,-7.997745,,
settat_536441,Settat,2025,Settat/2025/32.88666_-8.00452_2025_Settat.jpg,,32.886657,-8.00452,,
settat_540176,Settat,2025,Settat/2025/33.06511_-8.03119_2025_Settat.jpg,,33.065106,-8.031189,,
settat_544868,Settat,2025,Settat/2025/33.01046_-7.89497_2025_Settat.jpg,,33.010458,-7.894975,,
settat_546333,Settat,2025,Settat/2025/33.03833_-7.86146_2025_Settat.jpg,,33.038329,-7.861462,,
settat_547630,Settat,2025,Settat/2025/33.00374_-7.83614_2025_Settat.jpg,,33.003743,-7.836137,,
settat_547847,Settat,2025,Settat/2025/32.97700_-7.87045_2025_Settat.jpg,,32.977004,-7.870445,,
settat_549025,Settat,2025,Settat/2025/33.02407_-7.82949_2025_Settat.jpg,,33.024069,-7.829489,,
settat_552568,Settat,2025,Settat/2025/33.31189_-7.79900_2025_Settat.jpg,,33.31189,-7.798996,,
settat_553329,Settat,2025,Settat/2025/32.98211_-7.96459_2025_Settat.jpg,,32.982112,-7.964594,,
settat_556533,Settat,2025,Settat/2025/33.11492_-7.79487_2025_Settat.jpg,,33.114925,-7.794872,,
settat_557324,Settat,2025,Settat/2025/32.98617_-8.09345_2025_Settat.jpg,,32.986171,-8.093446,,
settat_559016,Settat,2025,Settat/2025/33.04106_-8.07661_2025_Settat.jpg,,33.041059,-8.076606,,
settat_559890,Settat,2025,Settat/2025/33.03371_-8.09792_2025_Settat.jpg,,33.033706,-8.097916,,
settat_561490,Settat,2025,Settat/2025/33.06252_-8.05556_2025_Settat.jpg,,33.062523,-8.055555,,
settat_561912,Settat,2025,Settat/2025/32.98171_-8.03746_2025_Settat.jpg,,32.981713,-8.037463,,
settat_564219,Settat,2025,Settat/2025/33.00263_-8.00190_2025_Settat.jpg,,33.002626,-8.001899,,
settat_564927,Settat,2025,Settat/2025/33.29320_-7.83272_2025_Settat.jpg,,33.293198,-7.832724,,
settat_565118,Settat,2025,Settat/2025/33.27701_-7.83047_2025_Settat.jpg,,33.277012,-7.830474,,
settat_565266,Settat,2025,Settat/2025/33.26659_-7.83919_2025_Settat.jpg,,33.266589,-7.839187,,
settat_565467,Settat,2025,Settat/2025/33.28962_-7.84275_2025_Settat.jpg,,33.289624,-7.842751,,
settat_565487,Settat,2025,Settat/2025/33.29101_-7.85013_2025_Settat.jpg,,33.291008,-7.850132,,
settat_565558,Settat,2025,Settat/2025/33.25456_-7.85212_2025_Settat.jpg,,33.254564,-7.852115,,
settat_566875,Settat,2025,Settat/2025/33.23057_-7.83058_2025_Settat.jpg,,33.230572,-7.830582,,
settat_567420,Settat,2025,Settat/2025/33.29204_-7.86051_2025_Settat.jpg,,33.292039,-7.860511,,
settat_568593,Settat,2025,Settat/2025/33.29277_-7.80953_2025_Settat.jpg,,33.292773,-7.809532,,
settat_570489,Settat,2025,Settat/2025/33.20041_-7.78717_2025_Settat.jpg,,33.200405,-7.787169,,
settat_571271,Settat,2025,Settat/2025/32.85628_-7.90371_2025_Settat.jpg,,32.856277,-7.903712,,
settat_572523,Settat,2025,Settat/2025/32.84320_-7.83818_2025_Settat.jpg,,32.843202,-7.838176,,
settat_573793,Settat,2025,Settat/2025/32.86004_-7.79154_2025_Settat.jpg,,32.860044,-7.791538,,
settat_574643,Settat,2025,Settat/2025/32.94199_-7.92043_2025_Settat.jpg,,32.941989,-7.920432,,
settat_574943,Settat,2025,Settat/2025/32.95547_-7.91020_2025_Settat.jpg,,32.955474,-7.910196,,
settat_575985,Settat,2025,Settat/2025/32.93744_-7.88648_2025_Settat.jpg,,32.937439,-7.886476,,
settat_576463,Settat,2025,Settat/2025/32.92934_-7.84249_2025_Settat.jpg,,32.929342,-7.842489,,
settat_576828,Settat,2025,Settat/2025/32.97229_-7.90022_2025_Settat.jpg,,32.972289,-7.900219,,
settat_577854,Settat,2025,Settat/2025/32.87116_-7.81331_2025_Settat.jpg,,32.871157,-7.813312,,
settat_578797,Settat,2025,Settat/2025/32.96135_-7.81961_2025_Settat.jpg,,32.961351,-7.819615,,
settat_580257,Settat,2025,Settat/2025/32.83522_-8.03085_2025_Settat.jpg,,32.835217,-8.03085,,
settat_580326,Settat,2025,Settat/2025/32.83268_-8.01873_2025_Settat.jpg,,32.832678,-8.018726,,
settat_580774,Settat,2025,Settat/2025/32.83662_-7.94462_2025_Settat.jpg,,32.836623,-7.944622,,
settat_583920,Settat,2025,Settat/2025/33.13286_-7.92366_2025_Settat.jpg,,33.132858,-7.923658,,
settat_585206,Settat,2025,Settat/2025/33.08511_-7.90089_2025_Settat.jpg,,33.085113,-7.900888,,
settat_588880,Settat,2025,Settat/2025/32.75839_-7.82635_2025_Settat.jpg,,32.758388,-7.826353,,
settat_590048,Settat,2025,Settat/2025/33.35514_-8.14581_2025_Settat.jpg,,33.355136,-8.14581,,
settat_591694,Settat,2025,Settat/2025/32.72803_-7.86642_2025_Settat.jpg,,32.728032,-7.866422,,
settat_593693,Settat,2025,Settat/2025/32.66709_-7.83327_2025_Settat.jpg,,32.667088,-7.833273,,
settat_598418,Settat,2025,Settat/2025/32.77959_-7.80461_2025_Settat.jpg,,32.779592,-7.804606,,
settat_598764,Settat,2025,Settat/2025/33.24253_-8.14431_2025_Settat.jpg,,33.24253,-8.144308,,
settat_599607,Settat,2025,Settat/2025/33.27535_-8.13633_2025_Settat.jpg,,33.275355,-8.136328,,
settat_602374,Settat,2025,Settat/2025/32.82703_-7.88323_2025_Settat.jpg,,32.827031,-7.883225,,
settat_602945,Settat,2025,Settat/2025/32.82966_-7.84953_2025_Settat.jpg,,32.829655,-7.849532,,
settat_604835,Settat,2025,Settat/2025/32.81564_-7.95542_2025_Settat.jpg,,32.815644,-7.955425,,
settat_604945,Settat,2025,Settat/2025/32.80321_-7.93363_2025_Settat.jpg,,32.80321,-7.933626,,
settat_605470,Settat,2025,Settat/2025/33.15639_-8.07655_2025_Settat.jpg,,33.156385,-8.07655,,
settat_606764,Settat,2025,Settat/2025/33.08908_-8.09843_2025_Settat.jpg,,33.089085,-8.09843,,
settat_607356,Settat,2025,Settat/2025/33.13146_-8.02640_2025_Settat.jpg,,33.131458,-8.026401,,
